Container_ID,Tenant_ID,Requested_CPU_Cores,Requested_Memory_MB,Requested_Storage_GB,Requested_Bandwidth_Mbps,Execution_Start_Time_ms,Execution_Finish_Time_ms,Makespan_ms,Server_ID,Available_CPU_Cores,Available_Memory_GB,Available_Storage_TB,Available_Bandwidth_Mbps,Power_Consumption_Watts,Inter_Container_Communication_Latency_ms,Routing_Path_Efficiency,Bandwidth_Allocation_Mbps,Active_Switches,Energy_Efficiency_Score,Execution_Cost_$,Resource_Utilization_%,SLA_Violation_Rate_%,Power_Consumption_Switches_Watts,Total_Data_Transferred_MB,Optimal_Scheduling
5128,1,4,11786,261,764,2676535,7054332,4377797,56,17,34,24.04,19407,471.38,232,0.18,3486,10,0.4,467.61,67.75,12.74,131.25,22791,0
5129,30,1,23013,362,710,1144609,6887387,5742778,61,54,377,35.71,39273,849.33,291,0.4,1147,2,0.66,147.89,33.81,45.93,252.21,27170,0
5130,45,15,15400,956,2229,630862,7903199,7272337,103,36,23,25.95,28872,127.61,48,0.3,3304,11,0.99,412.95,25.48,45.98,291.97,27279,0
5131,32,5,7101,169,380,1967389,8357425,6390036,44,35,447,31.82,3788,414.39,465,0.78,366,8,0.27,151.07,97.35,2.68,181.36,45866,1
5132,28,11,15985,660,1742,3664983,8495644,4830661,166,20,493,48.56,22070,203.2,21,0.78,1090,7,0.53,96.38,44.91,37.74,196.61,4939,0
5133,21,11,26803,200,811,3240257,6025684,2785427,104,52,465,36.77,17997,709.41,244,0.99,2642,18,0.46,210.44,27.13,29.94,452.02,1607,0
5134,46,8,23745,385,999,654700,7766459,7111759,178,63,287,47.05,14862,370.51,67,1.0,2978,6,0.56,57.33,57.75,10.42,426.05,45347,0
5135,13,8,2755,312,4781,4929724,6008125,1078401,74,22,388,1.93,21301,445.46,294,0.1,2681,12,0.53,483.17,59.55,18.65,159.81,8726,0
5136,27,5,8689,582,425,4311762,6840640,2528878,32,24,381,22.91,24440,382.03,309,0.46,2749,2,0.57,239.91,40.56,44.82,26.33,31077,0
5137,36,14,32091,312,2975,659453,5795318,5135865,121,30,39,18.37,34248,848.7,291,0.75,4569,16,0.55,67.66,32.68,43.06,211.43,25237,0
5138,7,10,2272,566,3347,3566297,5423008,1856711,90,50,424,35.57,25887,585.42,226,0.67,1583,18,0.14,35.05,38.74,11.48,479.2,15130,0
5139,22,2,16714,395,3622,1665832,6165332,4499500,53,17,156,46.54,28046,723.1,499,0.49,1736,1,0.26,499.35,83.57,15.11,220.07,24564,0
5140,10,12,5954,771,1630,3852575,9177910,5325335,176,43,134,2.97,2612,753.91,270,0.1,4142,10,0.16,315.28,59.37,10.56,490.12,27158,0
5141,39,6,29095,351,1545,937668,7160566,6222898,1,56,472,3.81,37688,721.9,336,0.47,2383,9,0.29,206.45,41.51,20.09,370.38,28398,0
5142,15,1,26884,28,4354,3020941,7237662,4216721,103,21,429,33.97,29728,947.32,314,0.96,3067,6,0.72,96.27,89.92,47.57,169.77,28344,0
5143,15,7,24575,879,2802,2017286,9432271,7414985,118,39,24,17.96,14508,669.71,68,0.44,1268,6,0.96,167.48,37.16,32.6,389.81,6928,0
5144,4,11,19571,875,582,183723,9061172,8877449,30,41,462,10.95,39126,666.45,73,0.03,696,17,0.22,450.44,70.64,8.79,43.61,19334,0
5145,32,4,24020,632,4903,1460410,6358879,4898469,9,38,183,47.78,13514,818.95,38,0.4,4709,13,0.34,261.12,72.65,47.6,399.1,21774,0
5146,23,5,22677,133,4866,2515336,5425975,2910639,108,46,278,1.69,33687,65.55,143,0.47,806,16,0.58,142.05,56.22,27.71,254.99,22770,0
5147,6,6,15477,380,3665,4173137,6765864,2592727,33,39,223,14.43,33126,105.36,438,0.74,3352,4,0.49,457.05,92.06,24.26,266.42,32120,0
5148,24,11,3748,602,302,1346049,6905076,5559027,26,23,501,17.25,11945,285.96,321,0.23,376,17,0.64,424.27,63.32,25.96,272.03,9492,0
5149,20,1,16123,528,4303,4583374,8713153,4129779,42,33,303,39.36,8439,222.48,10,0.58,2079,17,0.35,106.5,96.81,35.64,250.06,26245,0
5150,37,9,22794,287,89,801412,7757397,6955985,42,24,460,28.53,19762,195.56,244,0.17,2739,1,0.05,233.46,11.05,46.01,374.6,11250,0
5151,20,10,8747,284,4242,3014630,5218084,2203454,96,29,75,17.09,20177,574.94,139,0.62,860,7,0.4,376.74,59.45,1.92,356.95,7953,0
5152,12,4,16341,903,4318,4167903,5531152,1363249,39,43,364,9.32,14850,236.22,95,0.52,10,15,0.32,60.81,66.42,44.1,202.53,34139,0
5153,33,8,9192,742,1872,2389195,6980645,4591450,61,42,378,11.68,1011,968.2,115,0.86,2189,15,0.46,253.77,16.48,1.72,265.16,9841,0
5154,28,5,21172,649,628,2573715,6010128,3436413,47,30,66,2.9,19584,224.67,420,0.46,1156,2,0.43,181.13,32.93,27.16,351.27,1191,0
5155,8,11,11852,807,969,1985195,9522169,7536974,170,32,55,42.01,8569,208.2,482,0.29,1266,1,0.76,272.71,66.08,32.6,98.5,25603,0
5156,1,8,31605,227,3288,2566152,9280481,6714329,48,12,386,6.74,14091,594.41,57,0.53,4240,10,0.57,251.27,97.47,48.86,443.28,30020,0
5157,37,15,21619,427,3745,1790371,8108038,6317667,180,13,350,41.33,25599,222.12,294,0.56,1515,17,0.16,107.28,94.8,43.13,54.96,33184,0
5158,22,1,9660,27,2223,4843463,5147420,303957,161,62,282,7.82,22066,682.0,337,0.09,3092,18,0.51,331.62,53.15,10.18,20.73,22463,0
5159,6,8,10818,332,3584,1897557,7730384,5832827,155,33,344,45.39,14593,865.51,196,0.57,3675,16,0.92,42.24,25.89,0.86,102.84,9329,0
5160,21,11,22540,117,4006,3207584,8968471,5760887,171,45,31,34.25,2077,463.99,107,0.69,4043,5,0.22,145.35,16.7,24.69,64.34,40561,0
5161,32,13,18011,89,2487,3742742,6680839,2938097,157,13,296,18.25,5672,382.38,293,0.88,2499,12,0.61,139.16,53.61,29.02,352.77,30792,0
5162,35,11,18677,619,3261,3095946,8369974,5274028,147,26,431,20.24,17263,705.1,274,0.21,3038,16,0.19,436.97,58.79,35.61,412.7,13434,0
5163,15,4,11530,733,2178,3752342,6173916,2421574,128,50,508,14.94,35176,815.38,295,0.46,4854,19,0.44,496.37,72.19,28.29,83.99,9975,0
5164,5,2,25738,735,3255,2261292,9818040,7556748,99,26,217,11.35,14149,337.71,420,0.06,2773,13,1.0,101.57,49.51,6.35,383.22,6417,0
5165,46,11,18772,122,2388,3934548,6200196,2265648,111,53,409,45.64,12591,820.92,245,0.16,1306,17,0.55,292.54,39.12,42.57,236.23,15121,0
5166,48,6,22259,894,1732,2516041,7029270,4513229,28,54,493,10.04,12158,778.38,40,0.93,924,10,0.7,420.34,88.01,22.8,66.11,27869,0
5167,6,2,25428,866,1171,3374466,8781173,5406707,10,38,456,9.62,27301,508.74,7,0.94,2457,19,0.43,109.41,46.16,9.12,396.26,5716,0
5168,25,5,11654,33,1899,4432988,8634784,4201796,195,44,99,18.65,36116,485.11,460,0.04,1436,6,0.89,467.37,22.76,36.14,101.43,38755,0
5169,46,2,30992,603,2050,2460911,5373289,2912378,106,30,312,49.23,27280,149.42,147,0.53,3574,1,0.25,259.38,46.32,40.32,191.86,47721,0
5170,40,3,20271,696,3981,4896979,9391864,4494885,144,19,395,23.78,32393,133.29,293,0.14,4555,5,0.35,493.81,90.76,48.19,265.31,29636,0
5171,29,11,27533,888,3411,2492457,5559861,3067404,100,20,497,18.41,13862,760.49,264,0.7,2875,10,0.72,396.79,44.32,0.66,170.02,47970,0
5172,7,6,19646,770,3319,175229,8235234,8060005,1,29,80,49.93,22941,605.78,202,0.62,288,18,0.74,267.9,75.84,5.79,277.6,29137,1
5173,40,1,32703,398,1109,346279,6357851,6011572,118,57,175,37.26,19911,514.69,164,0.52,3475,1,0.79,189.74,91.51,45.15,413.73,23109,0
5174,13,6,27232,525,4028,1884626,6667499,4782873,82,10,119,47.29,31659,93.71,327,0.52,1780,14,0.89,398.44,15.93,15.01,444.09,23987,0
5175,38,3,10058,24,1698,755748,8369734,7613986,132,19,366,13.2,15525,103.09,348,0.62,4617,6,0.61,304.26,48.38,6.23,351.89,4233,0
5176,18,7,3788,325,4142,280811,9435087,9154276,197,44,191,37.96,36761,924.77,384,0.44,561,12,0.75,253.81,39.34,45.01,307.61,42653,0
5177,2,2,17344,34,854,4920393,8302355,3381962,132,38,69,44.64,34896,677.82,169,0.73,2517,13,0.27,69.64,51.24,32.74,256.82,3070,0
5178,8,14,22433,247,1653,4027029,6839138,2812109,115,20,140,26.94,6076,416.67,43,0.71,4017,3,0.09,310.55,15.59,18.02,385.08,1362,0
5179,11,6,16520,855,2343,2416852,9390491,6973639,148,30,90,21.77,2151,715.05,338,0.34,3494,4,0.99,302.79,20.12,24.83,95.54,43416,0
5180,33,8,4684,19,1273,3212116,7252550,4040434,63,20,137,15.5,14874,295.05,421,0.72,1558,18,0.86,238.12,53.7,44.36,213.35,43905,0
5181,38,15,13695,30,2944,1344533,6747469,5402936,35,13,56,28.8,22253,438.8,449,0.34,1861,11,0.72,110.29,93.16,37.09,337.23,10189,0
5182,48,15,13348,49,3695,1634185,5650723,4016538,116,55,354,10.41,38031,488.68,54,0.59,4505,18,0.09,146.06,18.65,23.4,196.12,19156,0
5183,27,15,9501,939,225,1455961,9761289,8305328,45,10,385,22.16,17444,79.24,221,0.21,2595,7,0.31,130.25,18.58,45.47,196.47,22986,0
5184,20,1,20392,912,4786,3631556,7861889,4230333,57,14,76,34.44,3046,993.11,247,0.32,1660,5,0.44,186.33,31.26,46.89,31.72,17627,0
5185,12,11,14252,180,3667,3098981,5977551,2878570,121,60,150,32.97,32929,412.58,214,0.22,1975,17,0.14,206.28,21.49,35.45,286.55,40431,0
5186,43,11,30692,370,2350,2178952,5257519,3078567,152,17,452,35.29,32872,968.81,374,0.99,1743,4,0.36,91.31,45.05,43.53,282.19,8653,0
5187,31,13,13614,884,1517,3898183,6643895,2745712,20,38,492,29.74,39406,665.46,150,0.61,2849,3,0.01,269.09,55.92,31.65,460.15,11791,0
5188,27,9,15869,738,2100,1182774,6564138,5381364,156,11,505,1.13,5720,932.71,431,0.67,671,17,0.14,374.17,81.01,35.99,62.49,2191,0
5189,32,5,19078,945,3388,4177541,6176874,1999333,166,51,117,2.31,21676,101.59,429,0.64,3003,3,0.31,103.65,28.17,42.11,274.27,29187,0
5190,10,5,31885,395,1126,3447403,6773024,3325621,152,13,68,29.43,28946,962.75,216,0.03,809,4,0.63,486.94,11.07,9.84,208.25,32585,0
5191,3,13,16125,590,2750,354598,7529683,7175085,24,25,243,48.33,16497,436.7,153,0.72,3648,19,0.73,91.55,73.54,4.61,42.49,34493,0
5192,45,12,30767,496,2171,4407236,5480649,1073413,70,14,368,10.53,29814,179.9,276,0.78,4767,18,0.33,367.09,52.15,1.41,266.77,19766,0
5193,27,5,3838,431,3266,3919510,8163626,4244116,102,41,115,36.15,5744,687.61,30,0.34,2242,5,0.75,339.22,43.34,12.93,284.18,7203,0
5194,35,6,25733,207,2978,4576965,5541065,964100,127,30,425,22.23,36835,774.48,435,0.59,4733,13,0.25,57.38,84.55,12.96,404.16,6743,1
5195,31,2,31009,35,1158,1701378,5379462,3678084,118,15,492,7.82,24184,667.15,199,0.03,4106,3,0.8,446.12,31.54,44.65,402.06,2350,0
5196,15,6,1231,762,3186,4310790,7211943,2901153,25,57,332,2.63,7202,563.07,131,0.21,239,7,0.93,252.43,44.55,26.31,48.08,22866,0
5197,16,14,18418,583,4263,436626,8667978,8231352,81,31,364,35.96,29349,825.57,326,0.19,348,19,0.06,61.34,50.19,17.57,356.62,43301,0
5198,13,11,23652,413,3355,3257977,9469984,6212007,197,35,50,8.05,27521,701.8,80,0.26,76,5,0.71,137.04,37.33,33.1,156.12,284,0
5199,49,4,23523,364,3971,4741133,9003132,4261999,17,52,274,15.62,23802,637.61,333,0.38,613,15,0.1,154.24,32.92,27.84,91.49,20805,0
5200,35,8,1581,310,1150,3186654,9325797,6139143,58,62,381,20.67,2339,351.01,263,0.22,4253,17,0.17,112.4,68.85,31.27,474.04,17793,0
5201,11,13,22458,982,2943,4896029,9954384,5058355,148,10,468,35.59,20196,883.52,29,0.23,2876,19,0.74,285.9,66.86,18.73,326.75,4547,0
5202,21,11,8261,279,2117,4341087,7676789,3335702,2,20,496,19.99,27685,707.25,439,0.96,2948,15,0.13,228.8,74.34,24.58,165.03,44392,0
5203,11,9,13447,152,2458,3507380,6889452,3382072,83,46,335,19.93,32506,904.51,459,0.25,1909,11,0.44,112.51,51.25,13.99,421.65,12340,0
5204,30,9,5399,227,837,1715135,5571638,3856503,9,40,154,39.92,35286,625.82,2,0.57,1719,16,0.24,300.02,88.06,35.92,72.51,153,0
5205,48,8,21570,243,1213,2614715,8576425,5961710,191,57,405,1.34,29440,809.86,382,0.64,4561,17,0.55,407.23,44.41,19.32,136.61,445,0
5206,35,3,11779,10,3313,1990150,9453534,7463384,123,60,145,37.94,35825,890.22,216,0.31,1567,17,0.87,431.73,18.02,36.18,444.12,7008,0
5207,22,10,28895,829,854,2440328,5560832,3120504,104,23,476,26.56,22632,564.55,410,0.07,1158,15,0.7,226.21,82.24,38.94,359.21,44557,0
5208,38,11,31232,392,2981,4354987,9579603,5224616,83,18,464,27.54,35374,729.3,429,0.47,4274,3,0.35,475.27,17.93,10.67,172.03,41875,0
5209,31,11,28449,48,1278,3863822,5219720,1355898,109,36,490,17.93,12241,597.67,310,0.99,3054,12,0.11,92.45,95.51,3.27,393.79,30412,1
5210,14,4,19052,624,4743,466670,6399850,5933180,120,32,311,5.53,1156,734.58,371,0.29,709,13,0.91,210.27,57.55,14.72,63.25,39332,0
5211,24,1,8456,204,4754,4617239,9546753,4929514,196,24,398,5.45,27840,546.72,294,0.0,4482,19,0.32,245.67,61.19,25.51,292.53,2280,0
5212,49,9,16446,989,1639,3296495,5261760,1965265,134,44,121,17.7,19369,810.04,9,0.8,2066,19,0.98,213.54,42.9,48.08,170.35,6337,0
5213,32,5,13259,894,3540,4511542,5995638,1484096,11,13,414,36.3,34669,816.95,230,0.25,2910,9,0.36,121.43,91.83,40.11,107.3,49401,0
5214,36,6,11017,157,813,2718073,8502699,5784626,149,53,114,44.69,21852,94.19,100,0.85,1945,4,0.37,355.21,24.47,11.73,417.84,25667,0
5215,32,3,13961,855,137,2363054,6077170,3714116,106,21,429,40.8,2103,243.46,489,0.26,70,15,0.38,44.08,47.17,41.47,284.06,38139,0
5216,15,11,12209,26,961,587524,9995716,9408192,191,26,277,40.1,5292,233.84,70,0.87,4186,9,0.55,297.2,33.02,11.05,248.35,32180,0
5217,43,10,4651,421,2274,403883,9767993,9364110,128,44,369,1.28,15092,356.3,54,0.91,2510,10,0.49,297.24,45.37,10.0,312.77,12046,0
5218,35,8,15733,992,29,4737730,7293350,2555620,30,57,36,10.39,26778,502.55,431,0.58,1949,16,0.75,102.32,35.2,13.92,385.64,26872,0
5219,3,15,22525,820,3648,1849516,7887975,6038459,82,50,239,47.31,35300,748.28,350,0.83,2717,4,0.7,103.12,41.24,17.73,453.98,47923,0
5220,16,7,7599,678,1791,2851089,5221421,2370332,115,63,456,43.64,39278,335.52,206,0.87,3326,1,0.54,411.86,14.51,18.87,79.94,33097,0
5221,5,1,21974,761,3844,1511140,6678955,5167815,149,19,198,7.21,3534,668.66,432,0.35,1432,10,0.04,366.83,50.99,2.27,338.06,37816,0
5222,21,10,23301,774,3141,4599729,7182792,2583063,151,26,355,32.17,13812,868.15,334,0.66,4867,13,0.59,236.81,40.34,28.36,435.63,21276,0
5223,10,12,23767,264,4780,3295439,9264745,5969306,61,28,370,22.22,39263,475.13,206,0.6,4930,4,0.51,202.98,81.96,48.46,324.7,27049,0
5224,19,5,1144,529,4844,1145328,8929717,7784389,158,36,206,1.38,31020,674.45,408,0.43,145,4,0.95,396.59,55.52,42.28,152.26,17160,0
5225,25,10,2711,588,566,2530273,9689741,7159468,174,35,408,40.21,25240,855.28,82,0.76,2319,14,0.6,424.71,62.79,30.06,92.95,29992,0
5226,4,9,15060,958,2254,3685968,6507318,2821350,188,24,323,47.21,4286,738.66,386,0.47,2559,14,0.91,347.77,80.81,40.01,175.88,5599,0
5227,29,12,11767,470,2993,1764361,5850175,4085814,18,60,308,46.12,8649,148.25,96,0.27,4836,17,0.06,68.86,80.09,38.39,177.99,46103,0
5228,19,11,22249,254,3573,788717,6304694,5515977,62,56,213,19.83,22891,194.12,90,0.28,4176,15,0.03,175.66,70.07,13.25,417.87,10841,0
5229,43,12,19806,718,2735,4611947,7557018,2945071,173,9,473,39.6,3628,128.08,31,0.0,2538,6,0.54,49.19,87.98,14.79,387.42,22254,1
5230,2,6,17518,546,4609,1164889,8275577,7110688,61,13,260,25.4,25584,318.14,405,0.08,1133,2,0.29,374.15,39.54,37.58,493.7,19549,0
5231,10,8,6585,147,4843,3010982,6546136,3535154,59,32,24,49.02,9318,53.78,221,0.14,411,1,0.76,195.54,73.97,3.98,125.76,43938,0
5232,43,10,17256,326,4897,500648,6974047,6473399,163,26,496,48.2,28821,629.18,78,0.71,1127,11,0.95,54.7,26.08,45.14,363.21,15020,0
5233,25,1,11071,338,3341,2218019,7577941,5359922,110,13,138,38.89,8601,75.2,489,0.12,723,8,0.16,380.79,65.87,44.58,246.29,3326,0
5234,20,10,23261,740,206,354367,8660124,8305757,150,8,415,24.1,25243,476.34,64,0.22,1505,5,0.92,244.23,97.37,23.74,445.72,48356,0
5235,48,11,16609,118,2838,1399332,8002934,6603602,114,53,47,45.19,30967,518.99,305,0.48,3116,14,0.64,287.75,41.13,34.86,457.2,31323,0
5236,19,7,8913,165,4849,3935447,8001788,4066341,152,62,373,11.97,31940,663.19,431,0.34,4903,1,0.69,31.91,21.11,5.43,314.43,7388,0
5237,23,3,12171,550,3998,1873879,9630456,7756577,51,41,127,11.5,33495,277.38,385,0.78,4283,17,0.3,217.05,47.8,27.13,49.14,30932,0
5238,24,9,9634,911,2479,1523347,9373068,7849721,65,28,227,28.35,26261,874.4,418,0.1,2956,1,0.49,100.36,48.53,48.55,42.35,27787,0
5239,11,6,14406,870,1640,3675436,5820345,2144909,143,28,483,41.13,12493,529.02,160,0.98,2130,9,0.79,273.56,64.81,46.76,393.24,39111,0
5240,46,5,29672,808,3288,4123987,9261467,5137480,112,51,274,4.04,27579,705.64,191,0.83,4057,10,0.79,300.19,28.63,10.83,160.14,11416,0
5241,34,8,20839,649,2048,4540266,7369346,2829080,156,56,413,39.45,18814,378.81,240,0.5,3530,9,0.77,242.6,93.68,34.25,360.89,21204,0
5242,28,8,29784,821,2489,4765425,7998641,3233216,42,34,292,47.52,28159,303.64,319,0.13,610,9,0.67,84.03,52.96,16.63,341.54,43421,0
5243,5,12,21765,758,4340,1965299,9470712,7505413,148,30,343,27.75,4167,604.82,180,0.1,1838,10,0.41,454.18,78.94,20.92,126.0,5628,0
5244,5,12,25024,198,4584,3393952,8855095,5461143,43,43,131,11.46,10781,900.48,167,0.16,1291,11,0.36,313.67,21.18,38.65,170.04,24070,0
5245,21,3,1389,374,2485,4359978,6004744,1644766,197,43,253,31.95,30851,731.39,76,0.18,934,11,0.04,141.39,39.45,45.96,54.08,35361,0
5246,12,2,14287,578,4771,4081532,5378617,1297085,191,39,487,10.64,30314,713.86,48,0.75,258,17,0.9,335.14,31.17,12.82,477.93,16361,0
5247,4,15,21691,592,3319,4285276,6211609,1926333,171,46,190,20.13,12209,519.21,131,0.97,3877,19,0.73,385.13,45.26,42.41,48.23,6952,0
5248,49,2,24687,564,3188,3692023,6294040,2602017,2,52,36,35.28,34310,56.58,243,0.76,4445,1,0.39,294.28,12.67,46.76,378.33,44948,0
5249,42,14,11203,129,1397,1724403,8514196,6789793,151,24,313,19.69,22807,884.74,398,0.77,3319,9,0.05,143.3,25.03,35.53,362.87,36793,0
5250,20,5,31644,414,651,4034685,8635263,4600578,140,21,367,24.73,3211,279.08,342,0.95,3540,19,0.24,415.55,51.2,18.66,388.17,12847,0
5251,38,10,31141,380,584,3627614,8733715,5106101,174,29,160,27.72,4186,500.38,26,0.1,3418,4,0.68,70.61,23.28,36.0,341.59,6484,0
5252,25,12,16622,880,3154,3517509,8919479,5401970,126,24,55,17.63,9154,233.24,291,0.1,1494,10,0.76,426.98,88.18,34.43,240.34,46285,0
5253,14,7,3035,993,1731,418252,9420731,9002479,161,36,73,4.74,30038,823.26,215,0.9,3423,8,0.93,20.42,46.58,33.16,172.23,8108,0
5254,11,8,13055,1,1028,3017961,7161959,4143998,44,55,130,26.03,26110,81.99,359,0.55,1241,2,0.74,327.97,80.87,49.54,340.69,4573,0
5255,32,10,30357,167,4068,4512739,7250513,2737774,153,55,403,24.9,27651,673.55,4,0.25,4678,18,0.65,443.7,50.98,21.4,129.67,6510,0
5256,11,15,6782,16,3430,1263462,7934851,6671389,35,45,57,21.9,12161,96.17,429,0.2,2636,1,0.92,254.96,13.51,6.32,478.81,15869,0
5257,18,8,25479,657,409,1733071,6304430,4571359,163,33,358,10.04,5819,922.32,282,0.61,1343,18,0.35,382.06,41.33,10.1,297.47,38098,0
5258,27,13,28990,112,4700,2743808,9826244,7082436,65,38,328,3.56,12089,102.2,229,0.64,4159,3,0.85,333.5,52.97,39.37,242.49,26792,0
5259,18,12,23519,368,1466,2222888,8785789,6562901,171,41,51,41.51,15719,895.3,363,0.76,4922,18,0.74,117.97,40.59,23.82,357.2,9131,0
5260,23,8,5600,102,1605,1375890,9645024,8269134,196,34,268,27.08,23606,289.48,181,0.65,4050,16,0.43,288.33,63.31,5.46,165.56,3997,0
5261,11,15,8076,594,126,4458632,6483510,2024878,190,24,67,49.03,12348,670.52,241,0.72,1469,9,0.58,142.58,59.62,1.49,402.45,12248,0
5262,21,10,7578,406,392,3085428,5494268,2408840,159,63,421,48.91,19048,655.08,448,0.71,3068,1,0.19,491.62,95.19,21.36,427.65,40888,0
5263,44,12,7057,982,4964,2899931,5310717,2410786,156,30,360,29.42,33255,859.12,154,0.05,1963,16,0.09,414.53,43.28,37.74,259.68,26085,0
5264,5,11,2833,507,2139,3060179,6581885,3521706,139,41,467,25.02,8428,432.69,346,0.71,2796,7,0.29,435.72,34.24,9.43,313.1,14268,0
5265,23,3,13644,611,1860,2682357,5105285,2422928,32,25,25,10.14,34522,552.74,222,0.16,2820,19,0.31,487.82,66.98,1.27,63.55,48291,0
5266,41,14,25045,671,841,3931712,8281144,4349432,66,28,167,19.59,6806,416.07,115,0.5,4380,4,0.54,46.05,48.37,48.35,423.99,42083,0
5267,25,11,25021,40,4978,3648000,8486810,4838810,60,27,434,39.49,27209,672.68,380,0.25,2345,5,0.14,124.53,11.01,6.45,132.39,4280,0
5268,41,2,29069,667,2710,4050724,8284003,4233279,179,39,385,48.2,32453,345.12,157,0.68,4065,1,0.15,301.83,68.39,9.71,23.09,21768,0
5269,10,13,8842,548,2791,4960884,9302329,4341445,187,19,349,30.39,36139,658.18,96,0.3,112,9,0.06,1.58,65.21,33.0,42.15,15836,0
5270,22,4,8806,381,3491,111290,9068672,8957382,145,11,163,31.23,13358,765.65,61,0.91,4330,15,0.98,73.63,23.52,20.34,466.17,33751,0
5271,19,15,14065,759,2127,1147464,9197196,8049732,115,16,381,47.18,6213,173.44,142,0.05,3467,12,0.39,211.41,40.79,46.27,178.44,28159,0
5272,1,1,30324,516,4492,705855,6920552,6214697,68,18,67,7.22,36689,410.73,221,0.47,1113,18,0.17,367.86,86.07,47.03,162.22,14040,0
5273,7,3,5845,497,2016,2149382,6055263,3905881,166,56,262,30.98,3011,83.28,181,0.43,183,10,0.95,425.73,59.87,33.67,335.42,42822,0
5274,4,11,25571,886,2581,371150,6435277,6064127,64,37,285,29.69,29187,136.38,443,0.19,4390,16,0.08,310.52,74.45,21.66,299.19,13798,0
5275,1,9,31760,965,306,4713785,6727743,2013958,131,52,438,11.05,15124,95.46,453,0.07,4196,9,0.07,61.78,77.9,8.16,347.3,49774,1
5276,15,7,8370,281,728,3261636,6013592,2751956,54,33,88,38.92,8040,720.2,158,0.23,4425,6,1.0,54.53,75.44,4.5,219.2,28555,1
5277,40,7,21215,351,3146,1144184,8547413,7403229,76,39,265,6.84,24195,980.89,22,0.13,4875,18,0.46,243.65,63.61,34.33,395.45,23158,0
5278,12,1,5901,334,3089,3394849,5877743,2482894,172,35,177,4.1,27203,630.98,480,0.19,106,8,0.45,378.71,72.28,0.79,440.59,24707,0
5279,22,7,29161,926,20,4960491,8595299,3634808,127,58,99,24.82,1833,372.43,465,0.86,2478,10,0.3,45.99,90.87,31.01,82.31,46953,0
5280,22,10,18744,943,4890,4859546,6689142,1829596,158,47,338,15.69,18506,783.74,94,0.72,3399,13,0.51,114.19,46.58,27.13,67.76,47403,0
5281,47,7,26972,761,420,2264511,5491789,3227278,110,44,475,22.37,2513,532.68,134,0.14,3805,1,0.79,196.87,70.42,18.42,478.41,25043,0
5282,17,4,3717,524,2949,4488310,5849151,1360841,88,49,127,6.52,32945,181.58,261,0.9,2196,16,0.89,306.35,93.18,3.39,60.08,22546,1
5283,29,7,2673,283,2664,3038564,5353642,2315078,113,54,118,23.17,16981,901.46,41,0.89,3148,10,0.71,368.3,35.5,49.99,244.51,44080,0
5284,46,8,18360,941,3196,1072086,8216490,7144404,54,58,27,22.54,699,169.69,253,0.25,2818,13,0.1,266.82,38.8,36.2,243.2,30733,0
5285,14,3,1155,728,3460,4118168,7888837,3770669,48,48,313,48.36,22572,977.7,100,0.05,4943,3,0.32,206.55,22.14,35.54,456.67,3269,0
5286,20,13,15498,319,608,2853122,9437442,6584320,35,23,485,36.41,16519,393.86,86,0.69,1246,1,0.95,18.39,50.34,36.8,192.26,35169,0
5287,48,10,12140,823,833,2681815,5533014,2851199,68,55,242,46.1,21834,740.65,303,0.58,2925,14,0.44,152.05,19.05,38.39,238.81,11018,0
5288,33,2,5863,414,2407,4199868,7680392,3480524,26,15,247,39.28,27592,961.4,279,0.38,386,18,0.9,190.43,61.7,3.21,400.93,15256,0
5289,43,7,5065,594,4124,2414469,9414491,7000022,72,10,430,39.6,589,613.79,333,0.05,1426,15,0.69,47.29,79.74,6.06,179.63,29366,1
5290,15,5,7030,14,322,2453315,7063566,4610251,88,10,470,43.42,14235,977.03,498,0.13,613,6,0.2,229.9,58.11,28.19,40.7,21043,0
5291,12,5,6235,56,2984,2038257,9635946,7597689,107,17,152,13.54,31749,220.3,230,0.6,1883,15,0.92,309.21,44.81,13.65,26.62,25121,0
5292,40,14,8458,403,3748,277748,8175463,7897715,56,19,397,21.91,32376,104.18,181,0.67,1299,14,0.67,349.7,68.15,43.69,367.96,20217,0
5293,20,5,1122,342,2502,1656821,9760240,8103419,69,22,66,43.89,5895,662.3,168,0.21,2701,8,0.1,233.59,23.71,48.39,401.27,37325,0
5294,30,15,4814,794,1955,1620550,6998599,5378049,80,54,52,4.28,39845,149.08,364,0.45,4387,11,0.38,61.69,80.48,38.52,16.4,10945,0
5295,38,7,2055,199,240,2152683,6699967,4547284,192,34,165,3.7,21145,530.19,383,0.87,3454,14,0.93,278.82,27.5,3.39,430.87,2005,0
5296,3,9,28627,860,3750,635306,9195590,8560284,96,58,152,32.75,22732,788.3,445,0.24,1056,7,0.75,77.94,24.04,23.67,251.76,40394,0
5297,28,11,1978,678,2682,4493291,8608340,4115049,157,53,479,45.57,17912,834.43,336,0.88,4301,4,0.31,134.16,11.03,23.28,23.95,16848,0
5298,26,8,9620,965,3464,3399289,9860390,6461101,126,18,131,39.92,6656,585.16,14,0.29,779,15,0.71,67.08,54.28,25.48,283.04,17435,0
5299,30,6,15168,292,3593,4937149,6301220,1364071,105,13,463,40.15,26698,491.85,278,0.86,2301,7,0.36,44.26,13.17,33.62,63.11,23028,0
